divisao2dig,cd_cnpj,cd_ramo_atividade,de_ramo_atividade,Ramo de Atividade,Divisões
94,95289526000140,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,62702618000150,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15815689000180,9499500,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15815575000130,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15910354000140,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,80873490000170,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,22704043000190,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,80891229000100,9420100,ATIVIDADES DE ORGANIZACOES SINDICAIS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15800692000120,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,16047744000100,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,80873490000170,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15969609000140,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,03078335000110,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,06204835000140,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,05791728000100,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,25208026000150,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,25208026000150,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,09661130000140,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15811750000110,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,25208026000150,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,16010736000180,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,03167725000590,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,03145266000110,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,39553052000120,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,13272381000100,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,16664058000170,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15776700000140,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,08695816000270,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,06204835000140,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,00806902000110,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,03502814009250,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,00806902000110,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15990793000100,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,22704043000190,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15986239000150,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15807786000120,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,05791728000100,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,22704043000190,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,75180760002170,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,06204835000140,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15538417000180,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,05791728000100,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,03891450000100,9420100,ATIVIDADES DE ORGANIZACOES SINDICAIS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,00806902000110,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,14774832000170,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,80869894000270,9420100,ATIVIDADES DE ORGANIZACOES SINDICAIS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15846731000120,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15983424000190,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,09139995000140,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,09139995000140,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,09139995000140,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,14714586000160,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,23109903000100,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,07913563000110,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,16072895000100,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,27056910111130,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,07913563000110,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,04450133000110,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,23109903000100,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,01082379000270,9430800,SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15833456000100,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,04450133000110,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,04323681000180,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,11230981000180,9493600,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,07913563000110,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15846227000120,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15796954000120,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,14425213000170,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,04450133000110,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,09568108000150,9492800,ATIVIDADES DE ORGANIZACOES POLITICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,11230981000180,9491000,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,15815689000180,9492800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,26116343000100,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,73525040000120,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
94,08799173002410,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,Serviços Diversos,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
42,73034746000270,4299599,CONSTRUCAO DE EDIFICIOS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,17262213008500,4299599,OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,17262213008500,4292802,OBRAS DE MONTAGEM INDUSTRIAL,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,04895472000100,4211101,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,01551186000130,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,15129968000190,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,07403907000140,4211101,CONSTRUCAO DE RODOVIAS E FERROVIAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,00984999000150,4299599,INSTALACAO E MANUTENCAO ELETRICA,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,07454892000140,4292801,"ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,04071085000150,4212000,CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,08968942000170,4213800,"OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,11118748000100,4212000,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,09127964000170,4299501,"FABRICACAO DE ESTRUTURAS PREMOLDADAS DE CONCRETO ARMADO, EM SERIE E SOB ENCOMENDA",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,03937263000110,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,15399201000180,4213800,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,19859412000100,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,10473828000110,4221903,ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,03379022000100,4299599,OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,08528881000120,4222701,"ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,23879513000110,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,10544001000150,4213800,PINTURA PARA SINALIZACAO EM PISTAS RODOVIARIAS E AEROPORTOS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,11118748000100,4299501,CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,03872011000150,4292801,MONTAGEM DE ESTRUTURAS METALICAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,10544001000150,4212000,"OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,09127964000170,4212000,FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,02920183000350,4292802,MONTAGEM E DESMONTAGEM DE ANDAIMES E OUTRAS ESTRUTURAS TEMPORARIAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,11089468000110,4211101,ADMINISTRACAO DE OBRAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,08609293000110,4222701,"CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,03906876000190,4221905,MANUTENCAO DE ESTACOES E REDES DE TELECOMUNICACOES,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,04111524000100,4299599,OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,10530380000120,4299501,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,14136198000140,4291000,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,14695371000140,4213800,"OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,04523923000260,4211101,CONSTRUCAO DE RODOVIAS E FERROVIAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,05691708000150,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,60173663000130,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,05441756000190,4213800,CONSTRUCAO DE EDIFICIOS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,14206183000100,4211102,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,09084009000100,4211101,CONSTRUCAO DE RODOVIAS E FERROVIAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,12330923000190,4221905,MANUTENCAO DE ESTACOES E REDES DE TELECOMUNICACOES,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,58419607000190,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,06146206000100,4221902,COMERCIO VAREJISTA DE MATERIAL ELETRICO,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,05275770000160,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,14695371000140,4291000,"OBRAS PORTUARIAS, MARITIMAS E FLUVIAIS",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,07403907000140,4213800,OBRAS DE FUNDACOES,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,14703223000120,4213800,CONSTRUCAO DE EDIFICIOS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,00727665000100,4299599,OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,10664524000130,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,14206183000100,4213800,DEMOLICAO DE EDIFICIOS E OUTRAS ESTRUTURAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,11038209000160,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,10357406000180,4299501,OBRAS DE TERRAPLENAGEM,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,03735658000130,4221902,CONSTRUCAO DE ESTACOES E REDES DE DISTRIBUICAO DE ENERGIA ELETRICA,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,14206183000100,4299501,"OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,15183631000160,4213800,"CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,00702587000180,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,09456679000100,4222701,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,09502087000170,4213800,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,30209985000120,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,19682483000180,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,07793444000170,4222701,"CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,01603682000190,4213800,"OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,08679048000180,4292802,CONSTRUCAO DE EDIFICIOS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,11906151000120,4299599,GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,13565469000110,4292801,MONTAGEM DE ESTRUTURAS METALICAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,15183631000160,4212000,CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,13302347000130,4211101,CONSTRUCAO DE EDIFICIOS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,15417198000180,4213800,INSTALACAO E MANUTENCAO ELETRICA,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,00742297000160,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,13302347000130,4213800,CONSTRUCAO DE RODOVIAS E FERROVIAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,00579575000100,4299599,OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,10357406000180,4299599,"OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,10357406000180,4222701,"CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,34271940000480,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,23528946000120,4213800,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,10710557000170,4211102,CONSTRUCAO DE RODOVIAS E FERROVIAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,08180407000150,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,10710557000170,4211101,CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,10710557000170,4212000,"OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,04741306000150,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,04741306000150,4222701,CONSTRUCAO DE EDIFICIOS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,26102814000120,4299501,CONSTRUCAO DE RODOVIAS E FERROVIAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,15792167000100,4213800,CONSTRUCAO DE EDIFICIOS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,10357406000180,4213800,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,26102814000120,4211101,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,10710557000170,4213800,PINTURA PARA SINALIZACAO EM PISTAS RODOVIARIAS E AEROPORTOS,Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
42,04923959000230,4211101,"COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS",Indústria da Construção,OBRAS DE INFRA-ESTRUTURA
