divisao2dig,cd_cnpj,cd_ramo_atividade,de_ramo_atividade,Ramo de Atividade,Divisões
47,15153748000100,4742300,COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS,Varejo,COMÉRCIO VAREJISTA
47,15126927000140,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,Varejo,COMÉRCIO VAREJISTA
47,01688660000170,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Varejo,COMÉRCIO VAREJISTA
47,15153748000100,4744001,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Varejo,COMÉRCIO VAREJISTA
47,09592177000280,4772500,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",Varejo,COMÉRCIO VAREJISTA
47,13443445000600,4729601,TABACARIA,Varejo,COMÉRCIO VAREJISTA
47,09592177000280,4771701,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,15153748000100,4744002,COMERCIO VAREJISTA DE MATERIAL ELETRICO,Varejo,COMÉRCIO VAREJISTA
47,13727373000100,4724500,FABRICACAO DE CONSERVAS DE FRUTAS,Varejo,COMÉRCIO VAREJISTA
47,15153748000100,4744099,COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,Varejo,COMÉRCIO VAREJISTA
47,15382570000160,4772500,"REPARACAO DE BICICLETAS, TRICICLOS E OUTROS VEICULOS NAOMOTORIZADOS",Varejo,COMÉRCIO VAREJISTA
47,05899855000110,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,15382570000160,4763603,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,73462715000130,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,Varejo,COMÉRCIO VAREJISTA
47,17023960000170,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Varejo,COMÉRCIO VAREJISTA
47,14419878000170,4723700,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,13750907000110,4711302,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS",Varejo,COMÉRCIO VAREJISTA
47,14053990000130,4772500,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,Varejo,COMÉRCIO VAREJISTA
47,13727373000100,4712100,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,Varejo,COMÉRCIO VAREJISTA
47,13727373000100,4721103,COMERCIO VAREJISTA DE LATICINIOS E FRIOS,Varejo,COMÉRCIO VAREJISTA
47,05088732000280,4771702,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, COM MANIPULACAO DE FORMULAS",Varejo,COMÉRCIO VAREJISTA
47,15872897000110,4723700,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,13727373000100,4721104,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,07952355000120,4789004,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS, EQUIPAMENTOS, EMBARCACOES E AERONAVES",Varejo,COMÉRCIO VAREJISTA
47,13621474000100,4721102,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,Varejo,COMÉRCIO VAREJISTA
47,15639212000190,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,14396492000190,4754701,COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA,Varejo,COMÉRCIO VAREJISTA
47,15639212000190,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,Varejo,COMÉRCIO VAREJISTA
47,34066159000120,4729601,TABACARIA,Varejo,COMÉRCIO VAREJISTA
47,14396492000190,4754702,COMERCIO VAREJISTA DE MOVEIS,Varejo,COMÉRCIO VAREJISTA
47,15106345000100,4741500,"ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA",Varejo,COMÉRCIO VAREJISTA
47,15640843000120,4772500,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,89911325000130,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES,Varejo,COMÉRCIO VAREJISTA
47,01151931000820,4772500,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,97530657000100,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,Varejo,COMÉRCIO VAREJISTA
47,15640843000120,4781400,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,05274896000110,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES,Varejo,COMÉRCIO VAREJISTA
47,07455722000180,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",Varejo,COMÉRCIO VAREJISTA
47,33128620000160,4722901,FABRICACAO DE PRODUTOS DE CARNE,Varejo,COMÉRCIO VAREJISTA
47,14028797000140,4763602,COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS,Varejo,COMÉRCIO VAREJISTA
47,05689970000160,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,Varejo,COMÉRCIO VAREJISTA
47,07736773000180,4789099,MANUTENCAO E REPARACAO DE EQUIPAMENTOS E PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,05157120000110,4759899,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,82679317000160,4731800,COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES,Varejo,COMÉRCIO VAREJISTA
47,79994992000250,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES,Varejo,COMÉRCIO VAREJISTA
47,82679317000160,4732600,COMERCIO VAREJISTA DE LUBRIFICANTES,Varejo,COMÉRCIO VAREJISTA
47,09249591000100,4782201,FABRICACAO DE CALCADOS DE COURO,Varejo,COMÉRCIO VAREJISTA
47,33128620000160,4723700,FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA,Varejo,COMÉRCIO VAREJISTA
47,33128620000160,4711302,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS",Varejo,COMÉRCIO VAREJISTA
47,16032328000120,4753900,COMERCIO VAREJISTA DE MOVEIS,Varejo,COMÉRCIO VAREJISTA
47,07158304000120,4772500,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,16032328000120,4754701,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,Varejo,COMÉRCIO VAREJISTA
47,11845452000190,4772500,"COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS",Varejo,COMÉRCIO VAREJISTA
47,21779491000190,4741500,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,21779491000190,4742300,COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS,Varejo,COMÉRCIO VAREJISTA
47,21779491000190,4744003,COMERCIO VAREJISTA DE MATERIAL ELETRICO,Varejo,COMÉRCIO VAREJISTA
47,15289848000150,4753900,"SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES",Varejo,COMÉRCIO VAREJISTA
47,09435040000130,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",Varejo,COMÉRCIO VAREJISTA
47,21779491000190,4744005,COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,Varejo,COMÉRCIO VAREJISTA
47,01005943000170,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,15260807000130,4754701,FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA,Varejo,COMÉRCIO VAREJISTA
47,09348254000250,4772500,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,Varejo,COMÉRCIO VAREJISTA
47,15446367000100,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,Varejo,COMÉRCIO VAREJISTA
47,11142530000190,4752100,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,Varejo,COMÉRCIO VAREJISTA
47,15446367000100,4752100,INSTALACOES DE SISTEMA DE PREVENCAO CONTRA INCENDIO,Varejo,COMÉRCIO VAREJISTA
47,57970550000150,4729601,TABACARIA,Varejo,COMÉRCIO VAREJISTA
47,03690329000110,4752100,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,Varejo,COMÉRCIO VAREJISTA
47,05375384000140,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,03690329000110,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO,Varejo,COMÉRCIO VAREJISTA
47,12307005000140,4744002,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Varejo,COMÉRCIO VAREJISTA
47,10669103000100,4772500,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",Varejo,COMÉRCIO VAREJISTA
47,12307005000140,4744099,FABRICACAO DE ESQUADRIAS DE MADEIRA E DE PECAS DE MADEIRA PARA INSTALACOES INDUSTRIAIS E COMERCIAIS,Varejo,COMÉRCIO VAREJISTA
47,09502087000170,4744099,"OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS",Varejo,COMÉRCIO VAREJISTA
47,03254985000170,4759899,COMERCIO VAREJISTA DE PEDRAS PARA REVESTIMENTO,Varejo,COMÉRCIO VAREJISTA
47,05268684000120,4723700,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,03254985000170,4744006,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,15429014000100,4754701,COMERCIO VAREJISTA DE MOVEIS,Varejo,COMÉRCIO VAREJISTA
47,06236931000170,4761003,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,Varejo,COMÉRCIO VAREJISTA
47,03254985000170,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,11142530000190,4753900,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO,Varejo,COMÉRCIO VAREJISTA
47,11376996000150,4721104,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,07692476000180,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,11376996000150,4712100,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",Varejo,COMÉRCIO VAREJISTA
47,08116854000140,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,14046667000130,4729699,ATIVIDADES DE CONDICIONAMENTO FISICO,Varejo,COMÉRCIO VAREJISTA
47,08116854000140,4782201,COMERCIO VAREJISTA DE CALCADOS,Varejo,COMÉRCIO VAREJISTA
47,14046667000130,4763602,COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS,Varejo,COMÉRCIO VAREJISTA
47,07858080000160,4782201,COMERCIO VAREJISTA DE CALCADOS,Varejo,COMÉRCIO VAREJISTA
47,07858080000160,4789004,COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS,Varejo,COMÉRCIO VAREJISTA
47,07858080000160,4771704,"COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING",Varejo,COMÉRCIO VAREJISTA
47,15863977000100,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,08116854000140,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",Varejo,COMÉRCIO VAREJISTA
47,07858080000160,4763604,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO,Varejo,COMÉRCIO VAREJISTA
47,14043898000190,4752100,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES",Varejo,COMÉRCIO VAREJISTA
47,09365682000100,4712100,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,Varejo,COMÉRCIO VAREJISTA
47,09365682000100,4724500,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,16589978000170,4723700,FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA,Varejo,COMÉRCIO VAREJISTA
47,15523131000120,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,09365682000100,4755502,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,16589978000170,4729699,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA,Varejo,COMÉRCIO VAREJISTA
47,09365682000100,4772500,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,Varejo,COMÉRCIO VAREJISTA
47,10669103000100,4771701,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,07301136000180,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,14043898000190,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,Varejo,COMÉRCIO VAREJISTA
47,09365682000100,4781400,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,08116854000140,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,Varejo,COMÉRCIO VAREJISTA
47,14043898000190,4713002,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO,Varejo,COMÉRCIO VAREJISTA
47,11682310000150,4742300,COMERCIO VAREJISTA DE CALCADOS,Varejo,COMÉRCIO VAREJISTA
47,11845452000190,4762800,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,02083336000190,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,04342703000230,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",Varejo,COMÉRCIO VAREJISTA
47,11845452000190,4723700,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,09435040000130,4759899,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,14577677000100,4713002,COMERCIO VAREJISTA DE CALCADOS,Varejo,COMÉRCIO VAREJISTA
47,10763196000120,4712100,COMERCIO VAREJISTA DE LATICINIOS E FRIOS,Varejo,COMÉRCIO VAREJISTA
47,10763196000120,4721102,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,14577677000100,4782201,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES",Varejo,COMÉRCIO VAREJISTA
47,14577677000100,4723700,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,13340861000160,4789002,SERVICO DE PULVERIZACAO E CONTROLE DE PRAGAS AGRICOLAS,Varejo,COMÉRCIO VAREJISTA
47,14577677000100,4772500,FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES,Varejo,COMÉRCIO VAREJISTA
47,11980335000130,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",Varejo,COMÉRCIO VAREJISTA
47,11980335000130,4759801,"COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS",Varejo,COMÉRCIO VAREJISTA
47,71802565000130,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,15488421000180,4761003,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,Varejo,COMÉRCIO VAREJISTA
47,15106345000100,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,10763196000120,4721103,FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA,Varejo,COMÉRCIO VAREJISTA
47,15114708000140,4723700,"CABELEIREIROS, MANICURE E PEDICURE",Varejo,COMÉRCIO VAREJISTA
47,03858363000150,4721102,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA,Varejo,COMÉRCIO VAREJISTA
47,14643957000160,4712100,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,Varejo,COMÉRCIO VAREJISTA
47,14643957000160,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES,Varejo,COMÉRCIO VAREJISTA
47,04465358000140,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,07202100000140,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES,Varejo,COMÉRCIO VAREJISTA
47,14643957000160,4755502,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,83671149000120,4711302,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO",Varejo,COMÉRCIO VAREJISTA
47,08052233000140,4773300,COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS,Varejo,COMÉRCIO VAREJISTA
47,11682310000150,4781400,COMERCIO VAREJISTA DE MATERIAL ELETRICO,Varejo,COMÉRCIO VAREJISTA
47,11682310000150,4782201,INSTALACAO E MANUTENCAO ELETRICA,Varejo,COMÉRCIO VAREJISTA
47,11682310000150,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Varejo,COMÉRCIO VAREJISTA
47,11615657000180,4789004,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Varejo,COMÉRCIO VAREJISTA
47,24347734000100,4712100,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,15106345000100,4789003,COMERCIO VAREJISTA DE OBJETOS DE ARTE,Varejo,COMÉRCIO VAREJISTA
47,24347734000100,4723700,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,09435040000130,4754701,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",Varejo,COMÉRCIO VAREJISTA
47,09435040000130,4755503,COMERCIO VAREJISTA DE MOVEIS,Varejo,COMÉRCIO VAREJISTA
47,09407977000100,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",Varejo,COMÉRCIO VAREJISTA
47,09407977000100,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,11615657000180,4744099,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,Varejo,COMÉRCIO VAREJISTA
47,09407977000100,4782201,COMERCIO VAREJISTA DE CALCADOS,Varejo,COMÉRCIO VAREJISTA
47,01260773000170,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,14128492000100,4772500,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,15744359000140,4781400,FABRICACAO DE OUTROS PRODUTOS DE METAL NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,14128492000100,4729699,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,15260842000150,4781400,"FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",Varejo,COMÉRCIO VAREJISTA
47,13397678000100,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",Varejo,COMÉRCIO VAREJISTA
47,14128492000100,4723700,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,Varejo,COMÉRCIO VAREJISTA
47,13397678000100,4759899,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,10763196000120,4721104,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA,Varejo,COMÉRCIO VAREJISTA
47,01260773000170,4721102,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA,Varejo,COMÉRCIO VAREJISTA
47,13288285000150,4781400,"FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",Varejo,COMÉRCIO VAREJISTA
47,05112656000110,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",Varejo,COMÉRCIO VAREJISTA
47,11615657000180,4744001,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO,Varejo,COMÉRCIO VAREJISTA
47,07144606000140,4729699,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,09382956000170,4723700,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,13420326000110,4723700,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,13115671000140,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,13420326000110,4712100,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,13378633000180,4744005,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,12450613000100,4724500,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,Varejo,COMÉRCIO VAREJISTA
47,11654642000120,4759899,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM",Varejo,COMÉRCIO VAREJISTA
47,13878835000190,4729699,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,17030003000170,4789001,FABRICACAO DE ARTEFATOS DE BORRACHA NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,30958268000100,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,70493069000180,4711301,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS",Varejo,COMÉRCIO VAREJISTA
47,08170333000170,4729699,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,11589148000120,4789005,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,Varejo,COMÉRCIO VAREJISTA
47,05345314000140,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,11589148000120,4742300,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,Varejo,COMÉRCIO VAREJISTA
47,09265932000130,4744001,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Varejo,COMÉRCIO VAREJISTA
